date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,total_goals,goal_diff,result,is_world_cup
2018-07-07,Russia,Croatia,2.0,2.0,FIFA World Cup,Sochi,Russia,False,4.0,0.0,D,True
2018-07-10,France,Belgium,1.0,0.0,FIFA World Cup,Saint Petersburg,Russia,True,1.0,1.0,H,True
2018-07-11,Croatia,England,2.0,1.0,FIFA World Cup,Moscow,Russia,True,3.0,1.0,H,True
2018-07-14,Belgium,England,2.0,0.0,FIFA World Cup,Saint Petersburg,Russia,True,2.0,2.0,H,True
2018-07-15,France,Croatia,4.0,2.0,FIFA World Cup,Moscow,Russia,True,6.0,2.0,H,True
2022-11-20,Qatar,Ecuador,0.0,2.0,FIFA World Cup,Al Khor,Qatar,False,2.0,-2.0,A,True
2022-11-21,Senegal,Netherlands,0.0,2.0,FIFA World Cup,Doha,Qatar,True,2.0,-2.0,A,True
2022-11-21,England,Iran,6.0,2.0,FIFA World Cup,Al Rayyan,Qatar,True,8.0,4.0,H,True
2022-11-21,United States,Wales,1.0,1.0,FIFA World Cup,Al Rayyan,Qatar,True,2.0,0.0,D,True
2022-11-22,Argentina,Saudi Arabia,1.0,2.0,FIFA World Cup,Lusail,Qatar,True,3.0,-1.0,A,True
2022-11-22,Mexico,Poland,0.0,0.0,FIFA World Cup,Doha,Qatar,True,0.0,0.0,D,True
2022-11-22,Denmark,Tunisia,0.0,0.0,FIFA World Cup,Al Rayyan,Qatar,True,0.0,0.0,D,True
2022-11-22,France,Australia,4.0,1.0,FIFA World Cup,Al Wakrah,Qatar,True,5.0,3.0,H,True
2022-11-23,Germany,Japan,1.0,2.0,FIFA World Cup,Al Rayyan,Qatar,True,3.0,-1.0,A,True
2022-11-23,Spain,Costa Rica,7.0,0.0,FIFA World Cup,Doha,Qatar,True,7.0,7.0,H,True
2022-11-23,Morocco,Croatia,0.0,0.0,FIFA World Cup,Al Khor,Qatar,True,0.0,0.0,D,True
2022-11-23,Belgium,Canada,1.0,0.0,FIFA World Cup,Al Rayyan,Qatar,True,1.0,1.0,H,True
2022-11-24,Switzerland,Cameroon,1.0,0.0,FIFA World Cup,Al Wakrah,Qatar,True,1.0,1.0,H,True
2022-11-24,Brazil,Serbia,2.0,0.0,FIFA World Cup,Lusail,Qatar,True,2.0,2.0,H,True
2022-11-24,Uruguay,South Korea,0.0,0.0,FIFA World Cup,Al Rayyan,Qatar,True,0.0,0.0,D,True
2022-11-24,Portugal,Ghana,3.0,2.0,FIFA World Cup,Doha,Qatar,True,5.0,1.0,H,True
2022-11-25,Qatar,Senegal,1.0,3.0,FIFA World Cup,Doha,Qatar,False,4.0,-2.0,A,True
2022-11-25,Netherlands,Ecuador,1.0,1.0,FIFA World Cup,Al Rayyan,Qatar,True,2.0,0.0,D,True
2022-11-25,Wales,Iran,0.0,2.0,FIFA World Cup,Al Rayyan,Qatar,True,2.0,-2.0,A,True
2022-11-25,England,United States,0.0,0.0,FIFA World Cup,Al Khor,Qatar,True,0.0,0.0,D,True
2022-11-26,Poland,Saudi Arabia,2.0,0.0,FIFA World Cup,Al Rayyan,Qatar,True,2.0,2.0,H,True
2022-11-26,Argentina,Mexico,2.0,0.0,FIFA World Cup,Lusail,Qatar,True,2.0,2.0,H,True
2022-11-26,Tunisia,Australia,0.0,1.0,FIFA World Cup,Al Wakrah,Qatar,True,1.0,-1.0,A,True
2022-11-26,France,Denmark,2.0,1.0,FIFA World Cup,Doha,Qatar,True,3.0,1.0,H,True
2022-11-27,Japan,Costa Rica,0.0,1.0,FIFA World Cup,Al Rayyan,Qatar,True,1.0,-1.0,A,True
2022-11-27,Spain,Germany,1.0,1.0,FIFA World Cup,Al Khor,Qatar,True,2.0,0.0,D,True
2022-11-27,Belgium,Morocco,0.0,2.0,FIFA World Cup,Doha,Qatar,True,2.0,-2.0,A,True
2022-11-27,Croatia,Canada,4.0,1.0,FIFA World Cup,Al Rayyan,Qatar,True,5.0,3.0,H,True
2022-11-28,Cameroon,Serbia,3.0,3.0,FIFA World Cup,Al Wakrah,Qatar,True,6.0,0.0,D,True
2022-11-28,Brazil,Switzerland,1.0,0.0,FIFA World Cup,Doha,Qatar,True,1.0,1.0,H,True
2022-11-28,South Korea,Ghana,2.0,3.0,FIFA World Cup,Al Rayyan,Qatar,True,5.0,-1.0,A,True
2022-11-28,Portugal,Uruguay,2.0,0.0,FIFA World Cup,Lusail,Qatar,True,2.0,2.0,H,True
2022-11-29,Ecuador,Senegal,1.0,2.0,FIFA World Cup,Al Rayyan,Qatar,True,3.0,-1.0,A,True
2022-11-29,Qatar,Netherlands,0.0,2.0,FIFA World Cup,Al Khor,Qatar,False,2.0,-2.0,A,True
2022-11-29,Wales,England,0.0,3.0,FIFA World Cup,Al Rayyan,Qatar,True,3.0,-3.0,A,True
2022-11-29,Iran,United States,0.0,1.0,FIFA World Cup,Doha,Qatar,True,1.0,-1.0,A,True
2022-11-30,Poland,Argentina,0.0,2.0,FIFA World Cup,Doha,Qatar,True,2.0,-2.0,A,True
2022-11-30,Saudi Arabia,Mexico,1.0,2.0,FIFA World Cup,Lusail,Qatar,True,3.0,-1.0,A,True
2022-11-30,Australia,Denmark,1.0,0.0,FIFA World Cup,Al Wakrah,Qatar,True,1.0,1.0,H,True
2022-11-30,Tunisia,France,1.0,0.0,FIFA World Cup,Al Rayyan,Qatar,True,1.0,1.0,H,True
2022-12-01,Japan,Spain,2.0,1.0,FIFA World Cup,Al Rayyan,Qatar,True,3.0,1.0,H,True
2022-12-01,Costa Rica,Germany,2.0,4.0,FIFA World Cup,Al Khor,Qatar,True,6.0,-2.0,A,True
2022-12-01,Croatia,Belgium,0.0,0.0,FIFA World Cup,Al Rayyan,Qatar,True,0.0,0.0,D,True
2022-12-01,Canada,Morocco,1.0,2.0,FIFA World Cup,Doha,Qatar,True,3.0,-1.0,A,True
2022-12-02,Serbia,Switzerland,2.0,3.0,FIFA World Cup,Doha,Qatar,True,5.0,-1.0,A,True
2022-12-02,Cameroon,Brazil,1.0,0.0,FIFA World Cup,Lusail,Qatar,True,1.0,1.0,H,True
2022-12-02,Ghana,Uruguay,0.0,2.0,FIFA World Cup,Al Wakrah,Qatar,True,2.0,-2.0,A,True
2022-12-02,South Korea,Portugal,2.0,1.0,FIFA World Cup,Al Rayyan,Qatar,True,3.0,1.0,H,True
2022-12-03,Netherlands,United States,3.0,1.0,FIFA World Cup,Al Rayyan,Qatar,True,4.0,2.0,H,True
2022-12-03,Argentina,Australia,2.0,1.0,FIFA World Cup,Al Rayyan,Qatar,True,3.0,1.0,H,True
2022-12-04,France,Poland,3.0,1.0,FIFA World Cup,Doha,Qatar,True,4.0,2.0,H,True
2022-12-04,England,Senegal,3.0,0.0,FIFA World Cup,Al Khor,Qatar,True,3.0,3.0,H,True
2022-12-05,Japan,Croatia,1.0,1.0,FIFA World Cup,Al Wakrah,Qatar,True,2.0,0.0,D,True
2022-12-05,Brazil,South Korea,4.0,1.0,FIFA World Cup,Doha,Qatar,True,5.0,3.0,H,True
2022-12-06,Morocco,Spain,0.0,0.0,FIFA World Cup,Al Rayyan,Qatar,True,0.0,0.0,D,True
2022-12-06,Portugal,Switzerland,6.0,1.0,FIFA World Cup,Lusail,Qatar,True,7.0,5.0,H,True
2022-12-09,Croatia,Brazil,1.0,1.0,FIFA World Cup,Al Rayyan,Qatar,True,2.0,0.0,D,True
2022-12-09,Netherlands,Argentina,2.0,2.0,FIFA World Cup,Lusail,Qatar,True,4.0,0.0,D,True
2022-12-10,Morocco,Portugal,1.0,0.0,FIFA World Cup,Doha,Qatar,True,1.0,1.0,H,True
2022-12-10,England,France,1.0,2.0,FIFA World Cup,Al Khor,Qatar,True,3.0,-1.0,A,True
2022-12-13,Argentina,Croatia,3.0,0.0,FIFA World Cup,Lusail,Qatar,True,3.0,3.0,H,True
2022-12-14,France,Morocco,2.0,0.0,FIFA World Cup,Al Khor,Qatar,True,2.0,2.0,H,True
2022-12-17,Croatia,Morocco,2.0,1.0,FIFA World Cup,Al Rayyan,Qatar,True,3.0,1.0,H,True
2022-12-18,Argentina,France,3.0,3.0,FIFA World Cup,Lusail,Qatar,True,6.0,0.0,D,True
2026-06-11,Mexico,South Africa,2.0,0.0,FIFA World Cup,Mexico City,Mexico,False,2.0,2.0,H,True
2026-06-11,South Korea,Czech Republic,2.0,1.0,FIFA World Cup,Zapopan,Mexico,True,3.0,1.0,H,True
2026-06-12,Canada,Bosnia and Herzegovina,1.0,1.0,FIFA World Cup,Toronto,Canada,False,2.0,0.0,D,True
2026-06-12,United States,Paraguay,4.0,1.0,FIFA World Cup,Inglewood,United States,False,5.0,3.0,H,True
2026-06-13,Qatar,Switzerland,1.0,1.0,FIFA World Cup,Santa Clara,United States,True,2.0,0.0,D,True
2026-06-13,Brazil,Morocco,1.0,1.0,FIFA World Cup,East Rutherford,United States,True,2.0,0.0,D,True
2026-06-13,Haiti,Scotland,0.0,1.0,FIFA World Cup,Foxborough,United States,True,1.0,-1.0,A,True
2026-06-13,Australia,Turkey,2.0,0.0,FIFA World Cup,Vancouver,Canada,True,2.0,2.0,H,True
2026-06-14,Germany,Curaçao,7.0,1.0,FIFA World Cup,Houston,United States,True,8.0,6.0,H,True
2026-06-14,Ivory Coast,Ecuador,1.0,0.0,FIFA World Cup,Philadelphia,United States,True,1.0,1.0,H,True
2026-06-14,Netherlands,Japan,2.0,2.0,FIFA World Cup,Arlington,United States,True,4.0,0.0,D,True
2026-06-14,Sweden,Tunisia,5.0,1.0,FIFA World Cup,Guadalupe,Mexico,True,6.0,4.0,H,True
2026-06-15,Belgium,Egypt,1.0,1.0,FIFA World Cup,Seattle,United States,True,2.0,0.0,D,True
2026-06-15,Iran,New Zealand,2.0,2.0,FIFA World Cup,Inglewood,United States,True,4.0,0.0,D,True
2026-06-15,Spain,Cape Verde,0.0,0.0,FIFA World Cup,Atlanta,United States,True,0.0,0.0,D,True
2026-06-15,Saudi Arabia,Uruguay,1.0,1.0,FIFA World Cup,Miami Gardens,United States,True,2.0,0.0,D,True
2026-06-16,France,Senegal,3.0,1.0,FIFA World Cup,East Rutherford,United States,True,4.0,2.0,H,True
2026-06-16,Iraq,Norway,1.0,4.0,FIFA World Cup,Foxborough,United States,True,5.0,-3.0,A,True
2026-06-16,Argentina,Algeria,3.0,0.0,FIFA World Cup,Kansas City,United States,True,3.0,3.0,H,True
2026-06-16,Austria,Jordan,3.0,1.0,FIFA World Cup,Santa Clara,United States,True,4.0,2.0,H,True
2026-06-17,Portugal,DR Congo,1.0,1.0,FIFA World Cup,Houston,United States,True,2.0,0.0,D,True
2026-06-17,Uzbekistan,Colombia,1.0,3.0,FIFA World Cup,Mexico City,Mexico,True,4.0,-2.0,A,True
2026-06-17,England,Croatia,4.0,2.0,FIFA World Cup,Arlington,United States,True,6.0,2.0,H,True
2026-06-17,Ghana,Panama,1.0,0.0,FIFA World Cup,Toronto,Canada,True,1.0,1.0,H,True
2026-06-18,Czech Republic,South Africa,1.0,1.0,FIFA World Cup,Atlanta,United States,True,2.0,0.0,D,True
2026-06-18,Mexico,South Korea,1.0,0.0,FIFA World Cup,Zapopan,Mexico,False,1.0,1.0,H,True
2026-06-18,Switzerland,Bosnia and Herzegovina,4.0,1.0,FIFA World Cup,Inglewood,United States,True,5.0,3.0,H,True
2026-06-18,Canada,Qatar,6.0,0.0,FIFA World Cup,Vancouver,Canada,False,6.0,6.0,H,True
2026-06-19,Scotland,Morocco,0.0,1.0,FIFA World Cup,Foxborough,United States,True,1.0,-1.0,A,True
2026-06-19,Brazil,Haiti,3.0,0.0,FIFA World Cup,Philadelphia,United States,True,3.0,3.0,H,True
2026-06-19,United States,Australia,2.0,0.0,FIFA World Cup,Seattle,United States,False,2.0,2.0,H,True
2026-06-19,Turkey,Paraguay,0.0,1.0,FIFA World Cup,Santa Clara,United States,True,1.0,-1.0,A,True
2026-06-20,Germany,Ivory Coast,2.0,1.0,FIFA World Cup,Toronto,Canada,True,3.0,1.0,H,True
2026-06-20,Ecuador,Curaçao,0.0,0.0,FIFA World Cup,Kansas City,United States,True,0.0,0.0,D,True
2026-06-20,Netherlands,Sweden,5.0,1.0,FIFA World Cup,Houston,United States,True,6.0,4.0,H,True
2026-06-20,Tunisia,Japan,0.0,4.0,FIFA World Cup,Guadalupe,Mexico,True,4.0,-4.0,A,True
2026-06-21,Belgium,Iran,0.0,0.0,FIFA World Cup,Inglewood,United States,True,0.0,0.0,D,True
2026-06-21,New Zealand,Egypt,1.0,3.0,FIFA World Cup,Vancouver,Canada,True,4.0,-2.0,A,True
2026-06-21,Spain,Saudi Arabia,4.0,0.0,FIFA World Cup,Atlanta,United States,True,4.0,4.0,H,True
2026-06-21,Uruguay,Cape Verde,2.0,2.0,FIFA World Cup,Miami Gardens,United States,True,4.0,0.0,D,True
2026-06-22,France,Iraq,3.0,0.0,FIFA World Cup,Philadelphia,United States,True,3.0,3.0,H,True
2026-06-22,Norway,Senegal,3.0,2.0,FIFA World Cup,East Rutherford,United States,True,5.0,1.0,H,True
2026-06-22,Argentina,Austria,2.0,0.0,FIFA World Cup,Arlington,United States,True,2.0,2.0,H,True
2026-06-22,Jordan,Algeria,1.0,2.0,FIFA World Cup,Santa Clara,United States,True,3.0,-1.0,A,True
2026-06-23,Portugal,Uzbekistan,5.0,0.0,FIFA World Cup,Houston,United States,True,5.0,5.0,H,True
2026-06-23,Colombia,DR Congo,1.0,0.0,FIFA World Cup,Zapopan,Mexico,True,1.0,1.0,H,True
2026-06-23,England,Ghana,0.0,0.0,FIFA World Cup,Foxborough,United States,True,0.0,0.0,D,True
2026-06-23,Panama,Croatia,0.0,1.0,FIFA World Cup,Toronto,Canada,True,1.0,-1.0,A,True
2026-06-24,Mexico,Czech Republic,3.0,0.0,FIFA World Cup,Mexico City,Mexico,False,3.0,3.0,H,True
2026-06-24,South Africa,South Korea,1.0,0.0,FIFA World Cup,Guadalupe,Mexico,True,1.0,1.0,H,True
2026-06-24,Canada,Switzerland,1.0,2.0,FIFA World Cup,Vancouver,Canada,False,3.0,-1.0,A,True
2026-06-24,Bosnia and Herzegovina,Qatar,3.0,1.0,FIFA World Cup,Seattle,United States,True,4.0,2.0,H,True
2026-06-24,Scotland,Brazil,0.0,3.0,FIFA World Cup,Miami Gardens,United States,True,3.0,-3.0,A,True
2026-06-24,Morocco,Haiti,4.0,2.0,FIFA World Cup,Atlanta,United States,True,6.0,2.0,H,True
2026-06-25,United States,Turkey,2.0,3.0,FIFA World Cup,Inglewood,United States,False,5.0,-1.0,A,True
2026-06-25,Paraguay,Australia,0.0,0.0,FIFA World Cup,Santa Clara,United States,True,0.0,0.0,D,True
2026-06-25,Curaçao,Ivory Coast,0.0,2.0,FIFA World Cup,Philadelphia,United States,True,2.0,-2.0,A,True
2026-06-25,Ecuador,Germany,2.0,1.0,FIFA World Cup,East Rutherford,United States,True,3.0,1.0,H,True
2026-06-25,Japan,Sweden,1.0,1.0,FIFA World Cup,Arlington,United States,True,2.0,0.0,D,True
2026-06-25,Tunisia,Netherlands,1.0,3.0,FIFA World Cup,Kansas City,United States,True,4.0,-2.0,A,True
2026-06-26,Egypt,Iran,1.0,1.0,FIFA World Cup,Seattle,United States,True,2.0,0.0,D,True
2026-06-26,New Zealand,Belgium,1.0,5.0,FIFA World Cup,Vancouver,Canada,True,6.0,-4.0,A,True
2026-06-26,Cape Verde,Saudi Arabia,0.0,0.0,FIFA World Cup,Houston,United States,True,0.0,0.0,D,True
2026-06-26,Uruguay,Spain,0.0,1.0,FIFA World Cup,Zapopan,Mexico,True,1.0,-1.0,A,True
2026-06-26,Norway,France,1.0,4.0,FIFA World Cup,Foxborough,United States,True,5.0,-3.0,A,True
2026-06-26,Senegal,Iraq,5.0,0.0,FIFA World Cup,Toronto,Canada,True,5.0,5.0,H,True
2026-06-27,Algeria,Austria,3.0,3.0,FIFA World Cup,Kansas City,United States,True,6.0,0.0,D,True
2026-06-27,Jordan,Argentina,1.0,3.0,FIFA World Cup,Arlington,United States,True,4.0,-2.0,A,True
2026-06-27,Colombia,Portugal,0.0,0.0,FIFA World Cup,Miami Gardens,United States,True,0.0,0.0,D,True
2026-06-27,DR Congo,Uzbekistan,3.0,1.0,FIFA World Cup,Atlanta,United States,True,4.0,2.0,H,True
2026-06-27,Panama,England,0.0,2.0,FIFA World Cup,East Rutherford,United States,True,2.0,-2.0,A,True
2026-06-27,Croatia,Ghana,2.0,1.0,FIFA World Cup,Philadelphia,United States,True,3.0,1.0,H,True
2026-06-28,South Africa,Canada,0.0,1.0,FIFA World Cup,Inglewood,United States,True,1.0,-1.0,A,True
2026-06-29,Brazil,Japan,2.0,1.0,FIFA World Cup,Houston,United States,True,3.0,1.0,H,True
2026-06-29,Germany,Paraguay,1.0,1.0,FIFA World Cup,Foxborough,United States,True,2.0,0.0,D,True
2026-06-29,Netherlands,Morocco,1.0,1.0,FIFA World Cup,Guadalupe,Mexico,True,2.0,0.0,D,True
2026-06-30,Ivory Coast,Norway,1.0,2.0,FIFA World Cup,Arlington,United States,True,3.0,-1.0,A,True
2026-06-30,France,Sweden,3.0,0.0,FIFA World Cup,East Rutherford,United States,True,3.0,3.0,H,True
2026-06-30,Mexico,Ecuador,2.0,0.0,FIFA World Cup,Mexico City,Mexico,False,2.0,2.0,H,True
2026-07-01,England,DR Congo,2.0,1.0,FIFA World Cup,Atlanta,United States,True,3.0,1.0,H,True
2026-07-01,Belgium,Senegal,3.0,2.0,FIFA World Cup,Seattle,United States,True,5.0,1.0,H,True
2026-07-01,United States,Bosnia and Herzegovina,2.0,0.0,FIFA World Cup,Santa Clara,United States,False,2.0,2.0,H,True
2026-07-02,Spain,Austria,3.0,0.0,FIFA World Cup,Inglewood,United States,True,3.0,3.0,H,True
2026-07-02,Portugal,Croatia,2.0,1.0,FIFA World Cup,Toronto,Canada,True,3.0,1.0,H,True
2026-07-02,Switzerland,Algeria,2.0,0.0,FIFA World Cup,Vancouver,Canada,True,2.0,2.0,H,True
2026-07-03,Australia,Egypt,1.0,1.0,FIFA World Cup,Arlington,United States,True,2.0,0.0,D,True
2026-07-03,Argentina,Cape Verde,3.0,2.0,FIFA World Cup,Miami Gardens,United States,True,5.0,1.0,H,True
2026-07-03,Colombia,Ghana,1.0,0.0,FIFA World Cup,Kansas City,United States,True,1.0,1.0,H,True
2026-07-04,Canada,Morocco,,,FIFA World Cup,Houston,United States,True,,,D,True
2026-07-04,Paraguay,France,,,FIFA World Cup,Philadelphia,United States,True,,,D,True
2026-07-05,Brazil,Norway,,,FIFA World Cup,East Rutherford,United States,True,,,D,True
2026-07-05,Mexico,England,,,FIFA World Cup,Mexico City,Mexico,False,,,D,True
2026-07-06,Portugal,Spain,,,FIFA World Cup,Dallas,United States,True,,,D,True
2026-07-06,United States,Belgium,,,FIFA World Cup,Seattle,United States,False,,,D,True
2026-07-06,Argentina,Egypt,,,FIFA World Cup,Atlanta,United States,True,,,D,True
2026-07-06,Switzerland,Colombia,,,FIFA World Cup,Vancouver,Canada,True,,,D,True
